SCHOOL_YEAR,AGENCY_TYPE,CESA,COUNTY_CODE,COUNTY,CITY,DISTRICT_CODE,SCHOOL_CODE,GRADE_GROUP,CHOICE_IND,DISTRICT_NAME,SCHOOL_NAME,LOW_GRADE,HIGH_GRADE,GRADE_LEVEL,GRADE_LEVEL_DESC,GROUP_BY,GROUP_BY_VALUE,STUDENT_COUNT
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,6,6,All Students,All Students,5
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,7,7,All Students,All Students,10
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,8,8,All Students,All Students,5
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,16
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,10
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1175,Elementary School,Yes,Appleton Area,Celebration Lutheran School,K4,8,All Grades,All Grades,All Students,All Students,86
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,All Grades,All Grades,All Students,All Students,670
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,1,1,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,2,2,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,3,3,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,4,4,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,5,5,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,6,6,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,7,7,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,8,8,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,9,9,All Students,All Students,173
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,10,10,All Students,All Students,153
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,11,11,All Students,All Students,180
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,12,12,All Students,All Students,164
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,KG,5-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,700,High School,Yes,Appleton Area,Fox Valley Lutheran High,9,12,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,1,1,All Students,All Students,61
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,2,2,All Students,All Students,64
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,3,3,All Students,All Students,93
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,4,4,All Students,All Students,105
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,5,5,All Students,All Students,97
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,6,6,All Students,All Students,94
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,7,7,All Students,All Students,107
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,8,8,All Students,All Students,128
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,9,9,All Students,All Students,103
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,10,10,All Students,All Students,87
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,11,11,All Students,All Students,89
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,12,12,All Students,All Students,52
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,KG,5-year-old Kindergarten,All Students,All Students,57
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1628,Combined Elementary/Secondary School,No,Appleton Area,FreedomProject Academy,KG,12,All Grades,All Grades,All Students,All Students,1137
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,All Grades,All Grades,All Students,All Students,319
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,1,1,All Students,All Students,40
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,2,2,All Students,All Students,28
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,3,3,All Students,All Students,20
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,4,4,All Students,All Students,41
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,5,5,All Students,All Students,29
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,6,6,All Students,All Students,30
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,7,7,All Students,All Students,27
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,8,8,All Students,All Students,43
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,28
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,33
2021-22,Private school,6,44,Outagamie,Appleton,147,1982,Elementary School,Yes,Appleton Area,Mount Olive Evangelical Lutheran School,K4,8,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,1,1,All Students,All Students,16
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,2,2,All Students,All Students,12
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,3,3,All Students,All Students,11
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,4,4,All Students,All Students,9
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,5,5,All Students,All Students,13
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,6,6,All Students,All Students,11
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,7,7,All Students,All Students,16
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,8,8,All Students,All Students,12
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,9,9,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,10,10,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,11,11,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,12,12,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,K4,4-year-old Kindergarten,All Students,All Students,19
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,KG,5-year-old Kindergarten,All Students,All Students,13
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,PK,Pre-kindergarten,All Students,All Students,10
2021-22,Private school,6,44,Outagamie,Appleton,147,2450,Elementary School,Yes,Appleton Area,Riverview Lutheran School,K4,8,All Grades,All Grades,All Students,All Students,142
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,All Grades,All Grades,All Students,All Students,145
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,1,1,All Students,All Students,13
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,2,2,All Students,All Students,18
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,3,3,All Students,All Students,20
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,4,4,All Students,All Students,10
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,5,5,All Students,All Students,21
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,6,6,All Students,All Students,14
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,7,7,All Students,All Students,15
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,8,8,All Students,All Students,17
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,9,9,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,10,10,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,11,11,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,12,12,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,K4,4-year-old Kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,KG,5-year-old Kindergarten,All Students,All Students,17
2021-22,Private school,6,44,Outagamie,Appleton,147,7030,Elementary School,Yes,Appleton Area,Saint Paul Evangelical Lutheran,K4,8,PK,Pre-kindergarten,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,1,1,All Students,All Students,48
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,2,2,All Students,All Students,37
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,3,3,All Students,All Students,59
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,4,4,All Students,All Students,38
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,5,5,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,6,6,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,7,7,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,8,8,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,9,9,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,10,10,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,11,11,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,12,12,All Students,All Students,0
2021-22,Private school,6,44,Outagamie,Appleton,147,7595,Elementary School,Yes,Appleton Area,Xavier Elementary - Marquette Street Campus,K4,4,K4,4-year-old Kindergarten,All Students,All Students,41
